doc_name,page_num,sentence_num,sentence
Insomnia disorder  State of the science and challenges for the future,8,34,"These fundamental properties of effectiveness and scalability make digital CBT-I attractive as a first-line insomnia interven- tion, providing an accessible alternative to pharmacotherapy (Figure 4)."
Insomnia disorder  State of the science and challenges for the future,8,35,"The stepped-care model is a population health service approach to providing people with insomnia with access to evidence-based care (Espie, 2009; Espie et al., 2013)."
Insomnia disorder  State of the science and challenges for the future,8,36,"Stepped care is often conceptualized as a pyramid consisting of different levels, with at the bottom the least specialized help applicable for those with less severe and more generic complaints and highly specialized help for those with more severe, complex and rare problems as the top."
Insomnia disorder  State of the science and challenges for the future,8,37,The level of interven- tion is naturally not arbitrary; treatment is tailored to and based on the needs of the patient and the nature of their complaints.
Insomnia disorder  State of the science and challenges for the future,8,38,"The num- ber of steps in any stepped care model would be determined by the levels of intervention that are proven and available, and by what within the healthcare system would be affordable."
Insomnia disorder  State of the science and challenges for the future,8,39,"Stepped care models have been recommended for use in insomnia (Baglioni et al., 2020, 2022), and are sometimes adopted in healthcare systems (Vincent & Walsh, 2013)."
Insomnia disorder  State of the science and challenges for the future,8,40,"With regard to insomnia, therefore, digital CBT might be particu-  larly suitable to be one of the entry-level methods for the treatment     g S 8 § 2 & 5     puoo-pur-suus9} (1109      jn x0y Aaeaqny auyUG A2qtyy     8 & < ° 2 3 ="
Insomnia disorder  State of the science and challenges for the future,9,0,RIEMANN er at.
Insomnia disorder  State of the science and challenges for the future,9,1,10 of 18 Fee ele       + digital CBT as required      FIGURE 4_ A proposed stepped care model for delivery of cognitive-behavioural therapy (CBT) as clinical guideline care.
Insomnia disorder  State of the science and challenges for the future,9,2,"Digital CBT offers accessible treatment for all, but also may be integrated into the care pyramid supporting in-person therapy."
Insomnia disorder  State of the science and challenges for the future,9,3,"The stepped care model conserves  expert resources for more complex and treatment-resistant cases  of insomnia, as it has considerable “scalability”, particularly when fully automated."
Insomnia disorder  State of the science and challenges for the future,9,4,"Another approach at this level might be using self-help books of good standing, perhaps as part of a “books on prescription” scheme."
Insomnia disorder  State of the science and challenges for the future,9,5,"Next in the hierarchy might be insomnia services that require some in-person support, but thought would be given to how such care could be provided with efficiency."
Insomnia disorder  State of the science and challenges for the future,9,6,"Examples here might include telehealth rather than in a clinic, and the use of small group therapy rather than individual treatment."
Insomnia disorder  State of the science and challenges for the future,9,7,Other factors to be considered would be the nature of the treatment itself and the expertise of the therapist.
Insomnia disorder  State of the science and challenges for the future,9,8,"For example, it could be possible to train healthcare workers in the provision of manualized CBT-I without them having to have a deep understanding of sleep medicine or mental health (training pri- mary care nurses, for example)."
Insomnia disorder  State of the science and challenges for the future,9,9,"This approach is very protocol-driven and can be readily standardized (Kyle, Madigan, et al., 2020)."
Insomnia disorder  State of the science and challenges for the future,9,10,As you then continue up the hierarchy there is greater need for insomnia- specific expertise and for the use of tailored therapy.
Insomnia disorder  State of the science and challenges for the future,9,11,At the peak of the pyramid the likelihood is that not only specialist expertise but also specialized facilities such as those available at a sleep centre may be required to address the needs of the most complex patients.
Insomnia disorder  State of the science and challenges for the future,9,12,Stepped care systems require decision algorithms for two pro- cesses.
Insomnia disorder  State of the science and challenges for the future,9,13,"First, to ensure that people are correctly allocated to the appropriate level of care in the first instance; and secondly, to ensure that people are able to step up to more advanced care depending on their treatment response."
Insomnia disorder  State of the science and challenges for the future,9,14,"5 | FUTURE PERSPECTIVES WITH RESPECT TO DIAGNOSIS, MEASUREMENT, AETIOLOGY AND PATHOPHYSIOLOGY; NEW TREATMENTS  Given the drastic changes we have been witnessing concerning insomnia and its diagnosis, pathophysiology/aetiology and treatment in the last 30 years, one might be tempted to answer the question “Can we rest yet?” (Harvey & Tang, 2003) with “Yes!.” However, this would be premature and inadequate with respect to the many open questions still facing us in the insomnia field."
Insomnia disorder  State of the science and challenges for the future,9,15,"Therefore, at this point, we would like to highlight some issues/avenues for future research and clinical practice we consider of utmost importance."
Insomnia disorder  State of the science and challenges for the future,9,16,"Given the fact that at present we have reached the unique situa- tion that all major diagnostic systems (DSM-5, ICSD-3, ICD-11) have agreed upon ID (American Academy of Sleep Medicine, 2014; Ameri- can Psychiatric Association, 2013; World Health Organization, 2019), the situation seems ideal that all types of studies into ID use more or less the same diagnostic criteria, which would be ideal to make data coming from all over the world easily comparable."
Insomnia disorder  State of the science and challenges for the future,9,17,"This would also entail homogenization of our diagnostic and research instruments (questionnaires, PSG, etc.)."
Insomnia disorder  State of the science and challenges for the future,9,18,"However, as mentioned before, there defi- nitely are different insomnia phenotypes that should not be neglected."
